title,ontology/activeYearsStartYear,ontology/predecessor_label,ontology/parent_label,ontology/deathPlace_label,ontology/successor_label,ontology/title,ontology/activeYearsEndYear,ontology/birthPlace_label,http://purl.org/dc/elements/1.1/description,ontology/deathYear,ontology/spouse_label,ontology/birthYear,ontology/restingPlace_label,ontology/alias,http://www.w3.org/2002/07/owl#differentFrom_label,ontology/deathDate,ontology/birthDate,http://www.w3.org/2000/01/rdf-schema#seeAlso_label,ontology/occupation_label,http://www.w3.org/2003/01/geo/wgs84_pos#long,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.georss.org/georss/point,ontology/viafId,ontology/birthName,ontology/royalAnthem_label,ontology/royalAnthem,ontology/soundRecording,ontology/soundRecording_label,ontology/nationality_label,ontology/nationality,ontology/imdbId,ontology/country_label,ontology/personFunction_label,ontology/education_label,ontology/personFunction,ontology/education,ontology/knownFor_label,ontology/knownFor,ontology/almaMater,ontology/almaMater_label,ontology/residence,ontology/residence_label,ontology/networth,ontology/board,ontology/board_label,ontology/stateOfOrigin,ontology/stateOfOrigin_label,ontology/relative_label,ontology/relative
Demetrius_I_of_Georgia,1125,David IV of Georgia,David IV of Georgia,Mtskheta,"[""George III of Georgia"",""David V of Georgia""]",King of Kings of Georgia,1154,,,,,,Gelati Monastery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetrius_Zvonimir_of_Croatia,1075,Peter Krešimir IV of Croatia,Stjepan Svetoslavić,"[""Knin"",""Kingdom of Croatia (925–1102)""]",Stephen II of Croatia,,1089,,,,Helena of Hungary Queen of Croatia,,,,,1089-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetros,1799,Salomon III,,,Tekle Giyorgis I,,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Denis,_Lord_of_Cifuentes",,,"[""Peter I of Portugal"",""Inês de Castro""]",Crown of Castile,,"[""Lord of Villar-Dompardo"",""Lord of Cifuentes Escalona y Alvar de Tormes""]",,"[""Kingdom of Portugal"",""Coimbra""]",,,,,Monastery of Santa María de Guadalupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis_of_Portugal,1279,Afonso III of Portugal,"[""Afonso III of Portugal"",""Beatrice of Castile (1242–1303)""]","[""Kingdom of Portugal"",""Santarém Portugal""]",Afonso IV of Portugal,,1325,"[""Lisbon"",""Kingdom of Portugal""]",,,Elizabeth of Aragon,,"[""Portugal"",""Odivelas""]",,,1325-01-07,1261-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dervorguilla_of_Galloway,,,"[""Alan of Galloway"",""Margaret of Huntingdon Lady of Galloway""]",,,,,,,,John I de Balliol,,Sweetheart Abbey,,,1290-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deshalji_I,1718,Godji I,Godji I,,Lakhpatji,,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deshalji_II,1819,Bharmaji_II,Bharmalji II,,Pragmalji II,SahibBahadur,1860,,Monarch,1860,,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desiderius,,Aistulf,,,Charlemagne,,,,,,Ansa Queen of the Lombards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desislava_of_Bulgaria,,,"[""Ivan Alexander of Bulgaria"",""Sarah-Theodora""]",,,Princess of Bulgaria,,Bulgaria,bulgarian princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desta_Damtew,,,Ethiopian aristocratic and court titles,"[""Shewa"",""Egia""]",,,,Shewa,Ethiopian noble and army commander,1937,Princess Tenagnework,1892,Holy Trinity Cathedral (Addis Ababa),,,1937-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deva_Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deva_Raya_II,,,,,,,,,Vijayanagara emperor,1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devapala,0009,Dharmapala (emperor),Dharmapala (emperor),,Mahendrapala,,0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devavarman,,Shalishuka,,,Shatadhanvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devawongse_Varopakarn,1885,,"[""Mongkut"",""Piyamavadi""]",Bangkok,,"[""Prince of Siam"",""Prince Devavongse Varoprakarn""]",1885,Bangkok,,,,,,,,1923-06-28,1858-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devi_(Ashoka's_wife),,,,,,,,,,,Ashoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devlet_Hatun,,,Süleyman of Germiyan,"[""Bursa"",""Ottoman Empire""]",,"[""Tacü'l-havatin"",""Sultanü'l-havatin"",""Seyyidetü'l-muhadderat""]",,"[""Germiyanids"",""Kütahya""]",Wife ofBayezid I,1412,Bayezid I,1365,Bursa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devyani_Rana,,,,,,Kunwarani of Singrauli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewan_Mokham_Chand,,,,"[""Phillaur"",""Punjab India""]",,,,,,,,,,,,1814-10-16,,,Ranjit Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhamma_Dewi_of_Ava,1502,,,Inwa,,,1527,Yesagyo Township,,,Shwenankyawshin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhamma_Dewi_of_Toungoo,1530,Soe Min Hteik-Tin of Toungoo,"[""Mingyi Swe"",""Shin Myo Myat""]",,"[""Atula Thiri Maha Yaza Dewi"",""Khay Ma Naw""]",,1550,Taungoo,,,Tabinshwehti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhammazedi,1471,Shin Sawbu,,Bago Myanmar,Binnya Ran II,,1492,,,,Mi_Pakahtaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhana_Nanda,-0329,Mahapadma Nanda,Mahapadma Nanda,,Chandragupta Maurya,Samrat,-0329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhanya_Manikya,1463,Pratap_Manikya,,,Dhwaja_Manikya,King of Tripura,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhari_Hambir_Malla_Dev,1620,Bir Hambir,,,Raghunath Singha Dev,,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhari_Malla,1554,Bir Malla,,,Bir Hambir,,1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dharmapala_(emperor),0008,Gopala I,Gopala I,,Devapala,,0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhasanawalaya_Sornsongkram,,,Galyani Vadhana,,,Thanphuying,,Switzerland,,,,,,,,,1945-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhirendra_of_Nepal,,,"[""Mahendra of Nepal"",""Indra Crown Princess of Nepal""]",Kingdom of Nepal,,Prince of Nepal,,"[""Kathmandu"",""Kingdom of Nepal"",""Narayanhity Palace""]",,,"[""Prekshya Shah"",""Jaya_Shah_Pandey"",""Shirley_Greaney""]",,,,,2001-06-01,1950-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhruvadevi,,,,,,,,,,,Chandragupta II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Di_Yi,1101,Wen Ding,Wen Ding,,King Zhou of Shang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diadumenian,0217,,"[""Macrinus"",""Nonia Celsa""]",Antioch,,Caesarof theRoman Empireunder Macrinus,0218,,,,,,,,,,0208-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diana,_Princess_of_Wales",,,"[""Frances Shand Kydd"",""John Spencer 8th Earl Spencer""]",Pitié-Salpêtrière Hospital,,Princess of Wales;Duchess of Rothesay([[#Titles and styles,,"[""Sandringham Norfolk"",""England""]",,,Charles Prince of Wales,,,,,1997-08-31,1961-07-01,List of honours of the British Royal Family by country,,-1.000278,52.283082,52.283082 -1.000278,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diana_Álvares_Pereira_de_Melo,_11th_Duchess_of_Cadaval",,Jaime_Álvares_Pereira_de_Melo_10th_Duke_of_Cadaval,Jaime_Álvares_Pereira_de_Melo_10th_Duke_of_Cadaval,,Rosalinda_Álvares_Pereira_de_Melo_1st_Duchess_of_Cadaval-Hermes,"[""Duchess of Anjou"",""Duchess of Cadaval""]",,"[""Geneva"",""Switzerland""]",Portuguese noble,,Prince Charles Philippe Duke of Anjou,1978,,,,,1978-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diane,_Duchess_of_Württemberg",,,"[""Princess Isabelle of Orléans-Braganza"",""Henri Count of Paris""]",,,Duchess of Württemberg,,Petrópolis,Brazilian artist,,Carl Duke of Württemberg,1940,,,,,1940-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diane_von_Fürstenberg,,,,,,Princess of Fürstenberg (formerly),,Brussels,,,"[""Egon von Fürstenberg"",""Barry Diller""]",,,,,,1946-12-31,,Fashion design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diarmait_Mac_Murchada,1126,,Donnchad_mac_Murchada,,Domhnall Caomhánach,,1171,Leinster,,,Mór Ní Tuathail,,Ferns County Wexford,,,1171-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dibyalangkarn,,,"[""Chulalongkorn"",""Sae_Rojanadis""]","[""Thailand"",""Bangkok""]",,Princess of Siam,,"[""Thailand"",""Bangkok"",""Grand Palace""]",,,,,,,,1932-06-04,1891-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Didius_Julianus,0193,Pertinax,"[""Quintus Petronius Didius Severus"",""Aemilia Clara""]",,Septimius Severus,,0193,"[""Milan"",""Roman Italy""]",,,Manlia Scantilla,,,,,0193-06-01,0133-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diego,_Prince_of_Asturias",,,"[""Philip II of Spain"",""Anna of Austria Queen of Spain""]","[""Habsburg Spain"",""Madrid""]",,Prince of AsturiasPrince of Portugal,,"[""Habsburg Spain"",""Madrid""]",Portuguese prince,1582,,1575,,,,1582-11-21,1575-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dilfirib_Kadınefendi,1909,Nazperver Kadınefendi,,"[""Istanbul"",""Turkey""]",,,1918,"[""Ottoman Empire"",""Istanbul""]",Wife of Ottoman Sultan,1952,Mehmed V,1890,Istanbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dilras_Banu_Begum,,,Mirza Badi-uz-Zaman Safavi,"[""India"",""Aurangabad Maharashtra""]",,Safavidprincess,,,,,Aurangzeb,,Bibi Ka Maqbara,,,1657-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitri_Jorjadze,,,,,,,,,,,"[""Sylvia Ashley"",""Audrey Emery""]",,,,,1985-10-26,1898-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dina_bint_'Abdu'l-Hamid,1955,,Sharif,,,,1957,"[""Cairo"",""Kingdom of Egypt""]",,,Hussein of Jordan,,,,,,1929-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinabandhu_Malla,1334,,,,,,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinar_of_Hereti,0010,,Adarnase III of Tao,,,,0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinuzulu_kaCetshwayo,1884,,,Transvaal Province,,,1913,,,,,,,,,1913-10-18,,,Zulu Kingdom,31.294444444444444,-29.34,-29.34 31.294444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diocletian,0284,Carinus,,Split Croatia,"[""Constantius Chlorus"",""Galerius""]",,0285,"[""Croatia"",""Salona""]",,,Prisca (empress),,"[""Diocletian's Palace"",""Cathedral of Saint Domnius""]",,,0311-12-03,0244-12-22,"[""Sasanian Empire"",""Late Roman army"",""Tetrarchy"",""Roman_relations_with_the_Parthians""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipangkorn_Rasmijoti,,,"[""Vajiralongkorn"",""Srirasmi Suwadee""]",,,Prince of Thailand,,"[""Thailand"",""Bangkok""]",,,,,,,,,2005-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipendra_of_Nepal,0001,Birendra of Nepal,"[""Birendra of Nepal"",""Aishwarya of Nepal""]",Kingdom of Nepal,Gyanendra of Nepal,,2001,"[""Kathmandu"",""Kingdom of Nepal"",""Narayanhity Palace""]",,,,,,,,2001-06-04,1971-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djoumbé_Fatima,1842,"[""Abderremane Sultan of Mohéli"",""Muhammad_bin_Muhammad_Al-Busaidi_Sultan_of_Mohéli""]","[""Abderremane Sultan of Mohéli"",""Ravao_Queen_of_Mohéli""]",,"[""Muhammad_bin_Muhammad_Al-Busaidi_Sultan_of_Mohéli"",""Abudurehmani_II_bin_Muhammad_Al-Busaidi_Sultan_of_Mohéli""]",,1842,"[""Mohéli"",""Ouallah""]",Mohéli Queen,1878,"[""List of sultans on the Comoros"",""Sayyid_Muhammad_bin_Nasser_Al-Busaidi""]",1837,,Djoumbé Soudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmitry_Donskoy,1359,Ivan II of Moscow,"[""Ivan II of Moscow"",""Alexandra Velyaminova""]","[""Moscow"",""Grand Duchy of Moscow""]",Vasily I of Moscow,,1389,"[""Moscow"",""Grand Duchy of Moscow""]",,,Eudoxia of Moscow,,"[""Moscow Kremlin"",""Cathedral of the Archangel""]",,,1389-05-19,1350-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmitry_of_Uglich,,,"[""Ivan the Terrible"",""Maria Nagaya""]",Uglich,,Tsarevich of Russia,,,,,,,,,,1591-05-15,1582-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do-Aklin,1600,,,,Dakodonou,Founder of the ruling dynasty of theKingdom of Dahomey,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doamna_Ecaterina_Cercheza,1640,,,Iași,,,1653,Circassia,Royal consort of Moldavia,1666,Vasile Lupu,1620,,Catherine the Circassian,,1666-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobroslav_II,1101,Constantine Bodin,,,Kočapar Branislavljević,King of Slavs (titular),1102,,,,,,,,Stefan Vojislav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodo_(prince),,,"[""Lady Abahai"",""Nurhaci""]","[""China"",""Beijing""]",,Prince Yu of the First Rank,,,,,,,,,,1649-04-29,1614-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domagoj_of_Croatia,0864,Trpimir I of Croatia,,,"[""Zdeslav of Croatia"",""Iljko of Croatia""]",,0876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domhnall_Caomhánach,1171,Diarmait Mac Murchada,Diarmait Mac Murchada,,,,1171,"[""Leinster"",""Ireland""]",,,,,"[""County Wexford"",""Ferns County Wexford""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dominic_Constantine,_Prince_of_Löwenstein-Wertheim-Rochefort",1803,,Prince_Theodor_Alexander_of_Löwenstein-Wertheim-Rochefort,Frankfurt,Charles Thomas Prince of Löwenstein-Wertheim-Rosenberg,"[""Prince of Löwenstein-Wertheim-Rosenberg"",""prev. Prince of Löwenstein-Wertheim-Rochefort""]",1814,Nancy France,German nobleman,1814,,1762,,,,1814-04-18,1762-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dominic_Marquard,_Prince_of_Löwenstein-Wertheim-Rochefort",1718,Maximilian Karl Albert Prince of Löwenstein-Wertheim-Rochefort,Maximilian Karl Albert Prince of Löwenstein-Wertheim-Rochefort,Venice,Charles Thomas Prince of Löwenstein-Wertheim-Rochefort,Prince of Löwenstein-Wertheim-Rochefort,1738,Wertheim am Main,German nobleman,1738,Landgravine_Christine_of_Hesse-Wanfried,1690,,,,"[""1738-03-03"",""1738-03-11""]",1690-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominicus_Corea,1596,,,Colombo,,King ofKotteandSitawaka,1596,Colombo,,,,,Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominique-France_Loeb-Picard,1976,,,,,,1999,"[""Paris"",""France""]",,,Fuad II of Egypt,,,,,,1948-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domitia_Longina,0014,,Gnaeus Domitius Corbulo,,,,0018,,,,"[""Domitian"",""Lucius Aelius Lamia Plautius Aelianus""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domitianus_II,0271,Victorinus,,,Tetricus I,Usurperof theGallic Empire,0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domitilla_the_Elder,,,Flavius Liberalis,,,,,,,,Vespasian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domitius_Domitianus,0297,,,"[""Alexandria"",""Egypt (Roman province)""]",Achilleus (Roman usurper),Usurperof theRoman Empire,0297,,Roman usurper,0297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domnall_Gerrlámhach,,,Muirchertach Ua Briain,Lismore County Waterford,,King of Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domnall_Mór_Ua_Briain,1168,Muirchertach_mac_Toirdelbhach_Ua_Briain,Toirdelbhach_mac_Diarmaida_Ua_Briain_King_of_Munster,,Muirchertach_Finn_macDomnaill_Mór,,1194,,King of Limerick,1194,,,St Mary's Cathedral Limerick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domnall_mac_Ailpín,0858,Kenneth MacAlpin,Alpín mac Echdach,,Causantín mac Cináeda,,0858,,,,,,Iona,,,0862-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domnall_mac_Murchada,1072,Diarmait mac Máel na mBó,Murchad mac Diarmata,,Donnchad mac Domnaill Remair,King of Leinster;King of Dublin,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domnall_mac_Taidc,,,,,,King of the Isles;King of Thomond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald_II_of_Scotland,0889,Giric,"[""Causantín mac Cináeda"",""List of kings of the Picts""]","[""Forres"",""Dunnottar Castle""]",Constantine II of Scotland,,0900,,,,,,Iona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald_of_Islay,_Lord_of_the_Isles",,John of Islay Lord of the Isles,John of Islay Lord of the Isles,"[""Islay"",""Scotland""]",Alexander of Islay Earl of Ross,,,Scotland,Scottish lord,1423,Mariota Countess of Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donatus,_Landgrave_of_Hesse",,,"[""Princess Tatiana of Sayn-Wittgenstein-Berleburg"",""Moritz Landgrave of Hesse""]",,,Prince and Landgrave of Hesse,,,Prince and Landgrave of Hesse,,,1967,,,,,"[""1966-10-17"",""1967-10-17""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dong_Chang_(Tang_dynasty),0003,,,,,,0003,,Warlord,0896,,,,,,"[""0896-03-03"",""0896-07-03""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongmyeong_of_Goguryeo,-0037,,"[""Yuhwa"",""Hae Mo-su of Buyeo""]",,Yuri of Goguryeo,,-0019,,,,Soseono,,Pyongyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorgon,1636,,"[""Lady Abahai"",""Nurhaci""]","[""Chengde"",""Hebei""]",,Prince Rui of the First Rank,1650,"[""Fushun"",""Xinbin Manchu Autonomous County"",""Liaoning""]",,,,,,,,1650-12-31,1612-11-17,Southern Ming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorji_Wangmo,,Kesang Choden (born 1930),,,,,,"[""Bhutan"",""Punakha District""]",,,Jigme Singye Wangchuck,,,,,,1955-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_Friederike_of_Brandenburg-Ansbach,,,John Frederick Margrave of Brandenburg-Ansbach,Hanau,,,,Ansbach,German aristocrat,1731,Johann Reinhard III Count of Hanau-Lichtenberg,1676,,Dorothea Friederike von Hanau,,1731-03-13,1676-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_Lieven,,,,"[""Paris"",""France""]",,,,"[""Riga"",""Governorate of Livonia"",""Russian Empire""]",,,Christopher Lieven,,,,,1857-01-27,1785-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_Maria_of_Anhalt,1602,,"[""Joachim Ernest Prince of Anhalt"",""Eleonore_of_Württemberg""]",Weimar,,Duchess of Saxe-Weimar,1605,Dessau,Duchess consort of Saxe-Weimar (1602-1605),1617,Johann II Duke of Saxe-Weimar,1574,,Sophie Dorothea Maria von Anhalt (German),,1617-07-18,1574-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorothea_Maria_of_Saxe-Weimar,_Duchess_of_Saxe-Zeitz",1657,,"[""William Duke of Saxe-Weimar"",""Eleonore Dorothea of Anhalt-Dessau""]","[""Zeitz"",""Schloss Moritzburg (Zeitz)""]",,,1675,Weimar,Duchess of Saxe-Weimar by birth and by marriage Duchess of Saxe-Zeitz,1675,Maurice Duke of Saxe-Zeitz,1641,,Dorothea Maria of Wettin; Dorothea Marie of Saxe-Zeitz,,1675-06-11,1641-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_Marie_of_Saxe-Gotha-Altenburg,1706,,"[""Magdalena Sibylle of Saxe-Weissenfels"",""Frederick I Duke of Saxe-Gotha-Altenburg""]",Meiningen,,Duchess of Saxe-Meiningen,1706,Gotha,German princess,1713,Ernst Ludwig I Duke of Saxe-Meiningen,1674,,,Dorothea Maria of Saxe-Gotha-Altenburg,1713-04-18,1674-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorothea_Sophia,_Abbess_of_Quedlinburg",1618,Dorothea Abbess of Quedlinburg,"[""Friedrich Wilhelm I Duke of Saxe-Weimar"",""Sophie_of_Württemberg_Duchess_of_Saxe-Weimar""]",Quedlinburg Abbey,Anna Sophia I Abbess of Quedlinburg,,1645,Weimar,Abbess of Quedlinburg Abbey (1618-1645),1645,,1587,,Dorothea Sophia of Saxe-Altenburg,,1645-02-10,1587-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_Susanne_of_Simmern,1566,,"[""Frederick III Elector Palatine"",""Marie of Brandenburg-Kulmbach""]",Weimar,,Duchess of Saxony and Saxe-Weimar; Landgravine of Thuringia,1572,"[""Simmern"",""_Hunsrück""]",Duchess of Saxe-Weimar,1592,Johann Wilhelm Duke of Saxe-Weimar,1544,,,,1592-04-08,1544-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_of_Anhalt-Zerbst,,,"[""Rudolph Prince of Anhalt-Zerbst"",""Dorothea Hedwig of Brunswick-Wolfenbüttel""]",Hitzacker,,,,Zerbst,Duchess of Brunswick-Wolfenbüttel,1634,Augustus the Younger Duke of Brunswick-Lüneburg,1607,,Dorothea von Anhalt-Zerbst (German),,1634-09-26,1607-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_of_Brandenburg,1445,,"[""John Margrave of Brandenburg-Kulmbach"",""Barbara_of_Saxe-Wittenberg""]","[""Denmark"",""Kalundborg""]",,,1445,Brandenburg,,,"[""Christian I of Denmark"",""Christopher of Bavaria""]",,,,,1495-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorothea_of_Brandenburg,_Duchess_of_Saxe-Lauenburg",,,"[""Catherine of Saxony Electress of Brandenburg"",""Frederick II Elector of Brandenburg""]",,,,,,Duchess of Saxe-Lauenburg,1519,John V Duke of Saxe-Lauenburg,1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_of_Bulgaria,1374,Elizabeth of Kuyavia,"[""Ivan Sratsimir of Bulgaria"",""Anna of Wallachia""]",,,,1377,,Queen consort of Bosnia Banness consort of Bosnia,,Tvrtko I of Bosnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorothea_of_Denmark,_Duchess_of_Brunswick-Lüneburg",,,"[""Christian III of Denmark"",""Dorothea of Saxe-Lauenburg""]",Celle,,,,Kolding,,,William the Younger Duke of Brunswick-Lüneburg,,,,,1617-01-06,1546-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorothea_of_Denmark,_Duchess_of_Mecklenburg",,,"[""Frederick I of Denmark"",""Sophie of Pomerania""]",,,Duchess of Mecklenburg,,,Danish princess,1575,Christopher Duke of Mecklenburg,1528,,,,1575-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorothea_of_Denmark,_Duchess_of_Prussia",,,"[""Frederick I of Denmark"",""Anna of Brandenburg""]",,,,,Denmark,Danish princess,1547,Albert Duke of Prussia,1504,,,,1547-04-11,1504-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorothea_of_Denmark,_Electress_Palatine",1544,,"[""Christian II of Denmark"",""Isabella of Austria""]",Neumarkt in der Oberpfalz,,,1556,Copenhagen,Princess of Denmark Sweden and Norway,1580,Frederick II Elector Palatine,1520,Heidelberg,,,1580-05-31,1520-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_of_Lorraine,,,"[""Francis I Duke of Lorraine"",""Christina of Denmark""]",Nancy France,,Duchess of Brunswick-Lüneburg,,Deneuvre,,,Eric II Duke of Brunswick-Lüneburg,,,,,1621-06-02,1545-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_of_Saxe-Lauenburg,1534,,"[""Magnus I Duke of Saxe-Lauenburg"",""Catherine of Brunswick-Wolfenbüttel Duchess of Saxe-Lauenburg""]","[""Denmark"",""Sønderborg"",""Sønderborg Castle""]",,,1559,"[""Germany"",""Lauenburg (Elbe)""]",,,Christian III of Denmark,,Roskilde Cathedral,,,1571-10-07,1511-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothea_von_Medem,1779,,,,,,1795,,Baltic noble,1821,Peter von Biron,1761,,,,1821-08-20,1761-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy_Catherine_of_Brandenburg-Ansbach,,,,Toužim,,,,Ansbach,Burggräfin of Meissen,1604,,1538,,Brandenburg-Ansbach Dorothea Katharina von,,1604-01-18,1538-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
